"date","open","high","low","close","volume","oi"
10/02/1987,209.71,212.23,209.71,212.15,1633000,0
10/05/1987,212.15,213.83,211.41,213.81,1457000,0
10/06/1987,213.81,214.03,208.07,208.07,1585000,0
10/07/1987,208.07,208.07,205.09,206.89,1520000,0
10/08/1987,206.89,207.62,202.49,203.63,1578000,0
10/09/1987,203.63,205.12,202.14,202.46,1453000,0
10/12/1987,202.46,202.46,197.85,199.63,1178000,0
10/13/1987,199.63,202.05,199.01,201.23,1318000,0
10/14/1987,201.23,201.24,196.39,197.49,1456000,0
10/15/1987,197.49,197.49,192.85,193.07,1598000,0
10/16/1987,193.07,193.54,182.96,183.29,1959000,0
10/19/1987,183.29,183.30,155.63,155.65,2229000,0
10/20/1987,155.65,156.76,142.38,143.96,2841000,0
10/21/1987,143.96,160.27,143.96,158.78,2881000,0
10/22/1987,158.78,158.78,149.19,149.99,2498000,0
10/23/1987,149.99,149.99,145.04,145.42,1770000,0
10/26/1987,145.42,145.42,128.21,128.43,1905000,0
10/27/1987,128.43,134.94,128.43,129.87,2073000,0
10/28/1987,129.87,131.95,126.25,131.21,2022000,0
10/29/1987,131.21,144.31,131.21,143.64,2059000,0
10/30/1987,143.64,152.11,143.64,150.07,2081000,0
11/02/1987,150.07,152.51,148.51,152.20,1380000,0
11/03/1987,152.20,152.20,143.78,147.13,1392000,0
11/04/1987,147.13,149.34,143.86,147.95,1236000,0
11/05/1987,147.95,153.60,147.78,153.03,1410000,0
11/06/1987,153.03,154.12,150.57,150.68,1415400,0
11/09/1987,150.68,150.68,145.35,146.49,1155000,0
11/10/1987,146.49,146.49,143.13,143.45,1395500,0
11/11/1987,143.45,147.26,143.45,145.48,1207000,0
11/12/1987,145.48,151.02,145.48,149.85,1507700,0
11/13/1987,149.85,150.95,147.93,147.95,1201900,0
11/16/1987,147.95,150.63,146.73,147.46,1117800,0
11/17/1987,147.46,147.46,142.78,143.57,1268300,0
11/18/1987,143.57,145.54,142.15,144.84,1261500,0
11/19/1987,144.84,145.09,140.90,141.06,1279800,0
11/20/1987,141.06,141.23,137.71,140.84,1260900,0
11/23/1987,140.84,141.84,139.77,141.84,940700,0
11/24/1987,141.84,145.86,141.84,144.66,1289200,0
11/25/1987,144.66,145.26,143.82,144.99,1132500,0
11/27/1987,145.00,145.00,143.23,143.35,647800,0
11/30/1987,143.35,143.35,133.14,137.13,1474500,0
12/01/1987,137.13,139.37,136.54,137.16,1118500,0
12/02/1987,137.16,138.60,136.16,137.96,1090800,0
12/03/1987,137.96,138.88,132.87,132.95,1294300,0
12/04/1987,132.95,132.95,129.46,130.43,1365300,0
12/07/1987,130.43,133.43,130.43,133.15,1183300,0
12/08/1987,133.15,136.72,133.15,136.69,1377300,0
12/09/1987,136.69,140.41,135.99,139.76,825300,0
12/10/1987,139.63,141.46,135.41,139.01,1500200,0
12/11/1987,139.01,140.17,138.83,139.82,1180300,0
12/14/1987,139.82,146.35,139.82,146.08,1449700,0
12/15/1987,146.08,148.23,146.08,146.89,1532500,0
12/16/1987,146.89,151.29,146.21,151.06,1492500,0
12/17/1987,151.06,152.79,149.84,149.91,1668100,0
12/18/1987,149.91,154.84,149.91,154.74,1490400,0
12/21/1987,154.74,156.18,154.31,156.02,1428300,0
12/22/1987,156.02,156.06,153.14,155.55,1490200,0
12/23/1987,155.55,158.30,155.55,158.06,1640800,0
12/24/1987,158.06,158.42,157.38,158.18,820100,0
12/28/1987,158.18,158.18,151.80,152.78,1155200,0
12/29/1987,152.78,154.69,152.57,154.35,1200800,0
12/30/1987,154.35,157.59,154.35,157.29,1529200,0
12/31/1987,157.29,157.29,154.96,156.25,1604000,0
01/04/1988,156.25,162.10,156.25,161.81,1108200,0
01/05/1988,161.81,166.37,161.81,164.28,1494900,0
01/06/1988,164.28,166.74,163.72,166.18,1355800,0
01/07/1988,166.18,168.71,163.93,168.70,1370400,0
01/08/1988,168.70,169.14,158.13,158.20,1440600,0
01/11/1988,158.20,158.88,155.24,158.88,1287500,0
01/12/1988,158.88,159.49,152.15,155.73,1203500,0
01/13/1988,155.73,157.00,152.80,155.54,1156700,0
01/14/1988,155.54,157.43,155.51,156.04,1015100,0
01/15/1988,156.04,161.38,156.04,159.82,1341600,0
01/18/1988,159.82,159.88,157.93,159.02,909900,0
01/19/1988,159.02,159.38,156.92,158.01,1073000,0
01/20/1988,158.01,158.02,151.79,152.46,1335000,0
01/21/1988,152.46,153.80,151.57,152.95,1245600,0
01/22/1988,152.95,154.99,152.95,154.35,1491600,0
01/25/1988,154.35,157.85,154.35,157.05,1068600,0
01/26/1988,157.05,157.07,154.79,155.23,1029100,0
01/27/1988,155.23,156.52,154.79,155.43,1134400,0
01/28/1988,155.43,158.01,155.43,157.65,1236700,0
01/29/1988,157.65,159.15,157.26,159.13,1354200,0
02/01/1988,159.13,160.40,158.45,158.62,1176200,0
02/02/1988,158.62,159.04,157.51,158.98,1135100,0
02/03/1988,158.98,159.53,156.13,156.58,1303500,0
02/04/1988,156.58,157.71,156.10,157.38,1215100,0
02/05/1988,157.38,159.26,157.38,158.01,1211300,0
02/08/1988,158.01,158.40,156.66,157.88,1200700,0
02/09/1988,157.88,159.05,157.51,158.93,1072100,0
02/10/1988,158.93,162.49,158.88,162.24,1288500,0
02/11/1988,162.24,163.62,161.94,162.96,1389000,0
02/12/1988,162.96,164.86,162.96,163.93,1128000,0
02/16/1988,163.93,165.70,163.35,165.54,1050600,0
02/17/1988,165.54,167.78,165.54,165.80,1323700,0
02/18/1988,165.80,167.11,165.31,165.75,1324100,0
02/19/1988,165.75,167.34,165.35,167.07,1287100,0
02/22/1988,167.07,170.29,167.07,170.20,1292100,0
02/23/1988,170.27,171.71,169.99,171.29,1292500,0
02/24/1988,171.29,173.07,171.09,172.48,1329600,0
02/25/1988,172.48,174.05,170.70,170.79,1540100,0
02/26/1988,170.79,171.04,169.68,170.65,1120600,0
02/29/1988,170.65,172.73,170.20,172.64,1248800,0
03/01/1988,172.64,173.37,171.72,172.63,1368300,0
03/02/1988,172.63,175.68,172.54,175.12,1460800,0
03/03/1988,175.12,177.28,175.07,176.50,1442100,0
03/04/1988,176.50,177.42,174.76,177.39,1412200,0
03/07/1988,177.39,178.66,176.78,178.46,1219800,0
03/08/1988,178.46,180.54,178.46,179.63,1591500,0
03/09/1988,179.63,182.03,179.63,181.24,1586700,0
03/10/1988,181.24,182.74,178.29,178.43,1602300,0
03/11/1988,178.43,178.76,175.68,177.89,1266000,0
03/14/1988,177.89,179.22,177.89,179.21,1081100,0
03/15/1988,179.21,179.32,177.49,178.32,1304300,0
03/16/1988,178.32,180.45,177.37,180.42,1418600,0
03/17/1988,180.42,182.12,180.42,181.24,1610500,0
03/18/1988,181.24,182.57,180.36,181.04,1891200,0
03/21/1988,181.04,181.07,177.72,178.90,1218700,0
03/22/1988,178.90,180.26,178.63,180.01,1216500,0
03/23/1988,180.01,180.61,178.41,179.24,1471400,0
03/24/1988,179.24,179.24,174.05,174.76,1489100,0
03/25/1988,174.76,175.52,172.51,172.88,1164800,0
03/28/1988,172.88,173.15,170.52,172.84,1090400,0
03/29/1988,172.84,175.13,172.84,173.66,1182300,0
03/30/1988,173.66,174.41,171.44,172.13,1214900,0
03/31/1988,172.13,173.35,171.09,173.26,1245300,0
04/04/1988,173.26,173.26,170.87,171.40,951300,0
04/05/1988,171.40,172.97,171.26,172.90,1186200,0
04/06/1988,172.90,176.60,172.82,176.60,1376100,0
04/07/1988,176.60,178.22,176.60,177.33,1335200,0
04/08/1988,177.30,179.56,176.91,178.93,1344500,0
04/11/1988,179.39,180.21,178.61,179.94,1228500,0
04/12/1988,180.12,180.65,178.99,180.10,1233800,0
04/13/1988,180.10,180.91,178.93,180.38,1302200,0
04/14/1988,180.22,180.22,173.20,173.27,1420500,0
04/15/1988,173.16,173.79,170.14,173.13,1301700,0
04/18/1988,173.17,173.95,172.05,173.55,1020100,0
04/19/1988,173.91,177.02,173.91,174.35,1285400,0
04/20/1988,174.27,174.27,172.61,172.93,1335400,0
04/21/1988,173.23,174.66,171.57,172.07,1424300,0
04/22/1988,171.89,173.64,171.89,173.32,1243600,0
04/25/1988,173.38,174.93,173.38,174.40,1051100,0
04/26/1988,174.48,176.85,174.48,176.74,1257300,0
04/27/1988,176.74,177.79,176.54,177.21,1223700,0
04/28/1988,177.28,177.62,176.49,176.73,1288100,0
04/29/1988,176.74,176.74,174.76,175.92,1213400,0
05/02/1988,175.93,177.04,175.43,176.74,978100,0
05/03/1988,176.85,179.63,176.85,178.99,1310600,0
05/04/1988,179.12,180.10,178.43,178.63,1342100,0
05/05/1988,178.53,178.66,177.15,177.68,1212400,0
05/06/1988,177.70,178.62,176.95,177.18,1227400,0
05/09/1988,177.11,177.11,174.43,174.93,1009300,0
05/10/1988,174.81,175.57,173.40,174.32,1153300,0
05/11/1988,174.01,174.01,169.82,170.80,1187500,0
05/12/1988,170.82,172.03,170.82,171.71,1027300,0
05/13/1988,171.97,173.96,171.97,173.85,1040900,0
05/16/1988,174.04,175.20,173.37,174.99,982400,0
05/17/1988,175.24,177.36,174.07,174.07,1245400,0
05/18/1988,174.07,174.16,169.73,170.29,1418700,0
05/19/1988,170.15,170.54,167.51,170.35,1447900,0
05/20/1988,170.45,171.55,169.65,169.88,1736100,0
05/23/1988,169.74,169.80,166.76,167.65,1206400,0
05/24/1988,167.79,169.33,167.26,169.21,1097300,0
05/25/1988,169.23,170.15,168.84,169.01,1160500,0
05/26/1988,169.07,170.07,168.70,169.85,946700,0
05/27/1988,169.70,169.96,168.96,169.59,879100,0
05/31/1988,169.51,173.45,169.41,173.35,1064000,0
06/01/1988,173.49,177.26,173.49,176.68,1367800,0
06/02/1988,176.54,178.10,175.78,176.45,1257500,0
06/03/1988,176.67,178.68,176.51,178.01,1193700,0
06/06/1988,177.93,179.80,177.88,179.74,1099700,0
06/07/1988,179.59,181.07,179.16,179.76,1407500,0
06/08/1988,179.87,183.14,179.77,183.01,1558000,0
06/09/1988,183.01,183.57,181.90,182.77,1433000,0
06/10/1988,182.83,185.18,182.33,184.29,1453200,0
06/13/1988,184.49,185.01,183.76,184.74,1284700,0
06/14/1988,185.09,187.16,185.09,185.77,1748600,0
06/15/1988,185.54,186.17,184.46,186.10,1607200,0
06/16/1988,185.78,185.78,183.82,184.51,1460800,0
06/17/1988,184.69,184.97,183.37,183.94,1464000,0
06/20/1988,184.00,184.00,182.76,183.20,1097000,0
06/21/1988,183.38,184.79,182.78,184.79,1544600,0
06/22/1988,184.93,187.60,184.93,186.98,1739500,0
06/23/1988,186.98,187.49,186.32,187.07,1640300,0
06/24/1988,187.15,187.74,186.64,187.35,1384700,0
06/27/1988,187.10,187.16,185.04,185.12,1027900,0
06/28/1988,185.09,188.30,184.73,188.19,1312300,0
06/29/1988,188.27,189.16,186.89,187.79,1478500,0
06/30/1988,187.73,189.35,187.43,189.02,1399900,0
